BN,CO,PARA,LN,POSITION OR DUTY TITLE,GR,POSCO,BR,ID,AMSCO,SWC,MDEP,REQ,AUTH,R1 R2 R3
2,6,605,6,OPNS SGT,E6,31U3O,NC,I,32173100,ADI,TATC,1,1,TL
2,6,605,7,OPNS SGT,E5,31U2O,NC,I,32173100,BAH,TATC,1,1,

,,,,,,,TALS,,,,,16,16,

,,606,0,CO F 369TH,,W0,,,,,,,,

,,,,,,,TALS,,,,,0,0,

,,650,0,447TH SIG BN,,W0,,,,,,,,
3,1,650,1,COMMANDER,O5,25A00,SC,K,32173100,BAH,TATC,1,1,36
3,1,650,2,XO,O4,25A00,SC,K,32173100,BAH,TATC,1,0,
3,1,650,3,XO,O3,25A00,SC,K,32173100,BAH,TATC,0,1,
3,1,650,4,CSM,E9,00Z5O,NC,I,32173100,BAH,TATC,1,1,

,,,,,,,650,TO,,,,3,3,

,,650A,0,S1 447TH,,W0,,,,,,,,
3,1,650A,1,PERS SGT,E7,75H4O,NC,I,32173100,PUV,TATC,1,1,ZR
3,1,650A,2,BN CHAPLAIN,O3,56A00,CH,K,32477100,BZD,QNMG,1,1,
3,1,650A,3,PERS ADMIN SGT,E6,75H3O,NC,I,32173100,PUV,TATC,1,1,ZR
3,1,650A,4,PERS ADMIN SGT,E5,75B2O,NC,I,32173100,PUV,TATC,1,1,ZR
3,1,650A,5,ADMIN SP,E4,71L1O,,I,32173100,PUV,TATC,1,1,ZR
3,1,650A,6,CHAP ASST,E4,56M1O,,I,32477100,BZD,QNMG,1,1,
3,1,650A,7,PERS ADMIN SP,E4,75B1O,,I,32173100,PUV,TATC,1,0,ZR
3,1,650A,8,MIL PERS CLK T,4,204,GS,C,32173100,PUV,TATC,1,1,ZR
3,1,650A,9,LEGAL CLERK T,4,986,GS,C,32173100,PUV,TATC,1,1,ZR

,,,,,,,0A T,OTA,,,,9,8,

,,650B,0,S4 447TH,,W0,,,,,,,,
3,1,650B,1,SUPPLY SGT,E7,92Y4O,NC,I,32173100,MCZ,TATC,1,1,ZR
3,1,650B,2,ASST SUP SGT,E5,92Y2O,NC,I,32173100,MCZ,TATC,1,1,ZR
3,1,650B,3,SUPPLY SP,E4,92Y1O,,I,32173100,MCZ,TATC,1,1,ZR
3,1,650B,4,SUPPLY SP,E3,92Y1O,,I,32173100,MCZ,TATC,2,2,ZR

,,,,,,,0B T,OTA,,,,5,5,

,,650C,0,S3 COURSE MGT DEPT,,W0,,,,,,,,
3,1,650C,1,SUPV TNG SP,13,1712,GS,C,32173100,UMC,TFNC,1,1,CT
3,1,650C,1,A CH INSTR/WTR,E9,31Z5H,NC,I,32173100,UMB,TATC,1,1,XT
3,1,650C,3,SECY OFC AUTO,5,318,GS,C,32173100,UMC,TATC,1,1,ZR
3,1,650C,8,TNG SP WRITER,11,1712,GS,C,32173100,UKC,TATC,1,1,XV
3,1,650C,9,OPNS SGT,E6,31U3O,NC,I,32173100,UMC,TATC,1,1,
3,1,650C,10,OPNS SGT,E8,31W5O,NC,I,32173100,BAH,TATC,1,1,TL
3,1,650C,11,SR TNG MGT NCO,E7,31S4O,NC,I,32173100,UMD,TATC,1,1,

,,,,,,,0C T,OTA,,,,7,7,

,,650D,0,SW TR & MW SYS DIV,,W0,,,,,,,,
3,1,650D,1,SUPV TNG INSTR,12,1712,GS,C,32173100,UMC,TFNC,1,1,XV CT
3,1,650D,2,CH INSTR/WTR,E8,31T5H,NC,I,32173100,UMC,TATC,1,1,XT
3,1,650D,3,INSTR/WRIT-AF,E7,31W4H,NC,I,32173100,UKC,TFNC,3,3,91 XT
3,1,650D,4,INSTR/WTR,E7,31P4H,NC,I,32173100,UKC,TATC,1,1,XT
3,1,650D,5,INSTR/WTR,E7,31P4H,NC,I,32173100,UKC,TATC,1,1,XT
3,1,650D,5,A INSTR/WTR,E7,31P4H,NC,I,32173100,UKC,TFNC,1,1,XT
3,1,650D,6,INSTR/WTR (AF),E7,31P4H,NC,I,32173100,UKC,TFNC,3,3,91 XT
3,1,650D,7,INSTR/WTR,E7,31W4H,NC,I,32173100,UKC,TATC,12,12,XT VV
3,1,650D,8,SR TNG MGMT NCO,E7,31W4O,NC,I,32173100,UKC,TATC,4,4,
3,1,650D,9,SR TNG MGT NCO,E7,31P4O,NC,I,32173100,UKC,TATC,1,1,
3,1,650D,10,INSTR/WTR,E7,31P4H,NC,I,32173100,UKC,TATC,1,1,XT
3,1,650D,11,INSTR/WTR-AF,E6,31F3H,NC,I,32173100,UKC,TFNC,8,8,91 XT
3,1,650D,12,NETWORK SW SYS OPR,E6,31F3O,NC,I,32173100,UMD,TATC,5,4,
3,1,650D,13,NETWORK SW SYS OPR,E6,31F3O,NC,I,32173100,UMD,TATC,3,0,YU
3,1,650D,14,INSTR/WTR,E6,31F3H,NC,I,32173100,UKC,TATC,25,23,XT
3,1,650D,15,INSTR/WTR,E6,31P3H,NC,I,32173100,UKC,TATC,1,1,XT
3,1,650D,16,INSTR/WTR,E6,31P3H,NC,I,32173100,UKC,TATC,4,2,XT
3,1,650D,17,INSTR/WTR,E6,31P3H,NC,I,32173100,UKC,TATC,7,6,XT
3,1,650D,18,INSTR/WTR (AF),E6,31P3H,NC,I,32173100,UKC,TFNC,6,6,91 XT
3,1,650D,19,INSTR/WTR,E6,31P3H,NC,I,32173100,UKC,TATC,9,9,XT
3,1,650D,20,INSTR/WTR,E7,31P4H,NC,I,32473100,UKC,FLTT,2,2,XT
3,1,650D,20,A INSTR/WTR,E6,31F3H,NC,I,32173100,UKC,TATC,1,1,XT
3,1,650D,21,SR TNG MGT NCO,E6,31P3O,NC,I,32173100,UMD,TATC,7,0,
3,1,650D,22,SR TNG MGMT NCO,E7,31W4O,NC,I,32173100,UMD,TATC,4,0,
3,1,650D,23,TNG MGT NCO,E6,31P3O,NC,I,32173100,UMD,TATC,6,0,
3,1,650D,24,INSTR/WTR,E6,31R3H,NC,I,32173100,UKC,TATC,3,2,XT
3,1,650D,25,INSTR/WTR,E6,31R3H,NC,I,32173100,UKC,TATC,8,7,XT
3,1,650D,26,TNG MGMT NCO,E6,31R3O,NC,I,32173100,UMD,TATC,6,3,
3,1,650D,27,INSTR/WTR,E6,74C3H,NC,I,32173100,UKC,TATC,1,1,XT
3,1,650D,28,INSTR ASST,E5,31F2O,NC,I,32173100,UKC,TATC,1,1,
3,1,650D,29,INSTR ASST,E5,31P2O,NC,I,32173100,UKC,TATC,1,1,
3,1,650D,30,INSTR ASST,E5,31R2O,NC,I,32173100,UKC,TATC,2,2,
3,1,650D,31,TNG MGT ASST,E4,31P1O,,I,32173100,UMD,TATC,1,0,
3,1,650D,32,INSTR AIDE,E4,31R1O,,I,32173100,UMD,TATC,2,0,
3,1,650D,33,INSTR APPR,E3,31F1O,,I,32173100,UMD,TATC,2,0,
3,1,650D,34,TNG MGT ASST,E3,31P1O,,I,32173100,UMD,TATC,1,0,
3,1,650D,35,SUPV COMM SP,11,391,GS,C,32173100,UMC,TATC,1,0,XV ZR
3,1,650D,36,SUPV TNG INSTR,11,1712,GS,C,32173100,UKC,TFNC,2,1,XV
3,1,650D,37,SUPV TNG INSTR,11,1712,GS,C,32173100,UKC,TATC,0,1,XV
3,1,650D,38,SUPV TNG INSTR,11,1712,GS,C,32173100,UKC,TFNC,2,1,XV
3,1,650D,39,SUPV TNG INSTR,11,1712,GS,C,32173100,UKC,TATC,0,1,XV
3,1,650D,40,SUPV TNG INSTR,11,1712,GS,C,32173100,UKC,TATC,1,1,XV
3,1,650D,41,TNG INSTR WRIT,9,1712,GS,C,32173100,UKC,TATC,10,3,XV
3,1,650D,42,TNG INSTR WRIT,9,1712,GS,C,32173100,UKC,TATC,3,0,YU
3,1,650D,43,TNG INSTR WRITER,9,1712,GS,C,32173100,UKC,TATC,7,6,XV
3,1,650D,44,TNG INSTR WRIT,9,1712,GS,C,32173100,UKC,TATC,5,0,YU
3,1,650D,45,OFC AUTO CLERK,4,326,GS,C,32173100,ADI,TATC,2,1,
3,1,650D,46,ADMIN CLERK,E3,71L1O,,I,32173100,ADI,TATC,1,1,XG ZR
3,1,650D,47,TNG SP,11,1712,GS,C,32173100,UKC,TATC,1,1,XV

,,,,,,,0D T,OTA,,,,160,105,
,,,,,,,N-AD,D),,,,20,20,

,,650E,0,SATCOM DIV,,W0,,,,,,,,
3,1,650E,1,SUPV TNG INSTR,12,1712,GS,C,32173100,UKC,TFNC,2,1,XV CT
3,1,650E,2,CH INSTR/WTR,E8,31T5H,NC,I,32173100,UMC,TATC,1,1,XT
3,1,650E,3,INSTR/WTR (N),E7,31S4H,NC,I,32173100,UKC,TFNC,1,1,91 XT
3,1,650E,4,INSTR/WTR (AF),E7,31S4H,NC,I,32173100,UKC,TFNC,14,14,91 XT
3,1,650E,5,INSTR/WTR,E7,31S4H,NC,I,32173100,UKC,TFNC,3,1,XT
3,1,650E,6,INSTR/WTR,E7,31S4H,NC,I,32173100,UKC,TATC,12,12,XT
3,1,650E,7,INSTR/WTR,E7,31S4H,NC,I,32173100,UKC,TFNC,23,22,XT
3,1,650E,9,INSTR/WTR (MC),E6,31S3H,NC,I,32173100,UKC,TFNC,8,8,91 XT
3,1,650E,10,INSTR/WTR (AF),E6,31S3H,NC,I,32173100,UKC,TFNC,31,31,91 XT
3,1,650E,11,INSTR/WTR,E6,31S3H,NC,I,32173100,UKC,TATC,30,30,XT
3,1,650E,12,INSTR/WTR,E6,31S3H,NC,I,32173100,UKC,TATC,6,1,XT VV
3,1,650E,13,INSTR/WTR,E6,31S3H,NC,I,32173100,UKC,TATC,4,4,XT
3,1,650E,14,INSTR/WTR,E6,31S3H,NC,I,32173100,UKC,TFNC,8,8,XT
3,1,650E,15,INSTR/WTR,E6,31S3H,NC,I,32173100,UKC,TATC,27,15,XT
3,1,650E,16,INSTR/WTR,E6,31S3H,NC,I,32173100,UKC,TFNC,16,16,XT
3,1,650E,17,CRS MGT NCO,E6,31S3O,NC,I,32173100,UKC,TATC,3,0,
3,1,650E,18,SUPV TNG INSTR,12,1712,GS,C,32173100,UKC,TATC,0,1,XV CT
3,1,650E,19,S TNG INS WRIT,11,1712,GS,C,32173100,UKC,TFNC,4,4,XV
3,1,650E,20,INSTR/WTR,11,1712,GS,C,32173100,UKC,TATC,1,0,XV
3,1,650E,21,TNG INS WRITER,9,1712,GS,C,32173100,UKC,TATC,9,9,XV
3,1,650E,22,INSTR/WTR,9,1712,GS,C,32173100,UKC,TATC,3,1,YU
3,1,650E,23,OFC AUTO CLERK,4,326,GS,C,32173100,ADI,TATC,1,1,
3,1,650E,24,ADMIN CLERK,E3,71L1O,,I,32173100,ADI,TATC,1,1,XG ZR
3,1,650E,25,TNG SP WRITER,11,1712,GS,C,32173100,UKC,TATC,1,1,XV

,,,,,,,0E T,OTA,,,,155,129,
,,,,,,,N-AD,D),,,,54,54,

,,650F,0,GDWTS - GFE,,W0,,,,,,,,

,,,,,,,0F T,OTA,,,,0,0,


,,,,,,,TALS,,,,,339,257,
,,,,,,,N-AD,D),,,,74,74,

,,651,0,HQ&COA 447TH,,W0,,,,,,,,
3,1,651,1,COMMANDER,O3,25A00,SC,K,32173100,BAH,TATC,1,1,YW
3,1,651,3,FIRST SGT,E8,31W5M,NC,I,32173100,BAH,TATC,1,1,
3,1,651,7,OPNS SGT,E6,31F3O,NC,I,32173100,BAH,TATC,1,1,TL
3,1,651,9,OPNS SGT,E5,31R2O,NC,I,32173100,BAH,TATC,1,1,

,,,,,,,TALS,,,,,4,4,

,,652,0,CO B 447TH,,W0,,,,,,,,
3,2,652,1,COMMANDER,O3,25A00,SC,K,32173100,BAH,TATC,1,1,YW
3,2,652,2,XO,O2,01A00,,K,32173100,BAH,TATC,1,1,
3,2,652,3,FIRST SGT,E8,31T5M,NC,I,32173100,BAH,TATC,1,1,
3,2,652,4,SR DS,E7,31S4X,NC,I,32173100,BAH,TATC,3,3,YD
3,2,652,5,OPNS SGT,E6,31S3O,NC,I,32173100,BAH,TATC,1,1,TL
3,2,652,6,DS,E6,31S3X,NC,I,32173100,BAH,TATC,8,8,YD
3,2,652,7,OPNS SGT,E5,31S2O,NC,I,32173100,BAH,TATC,1,1,

,,,,,,,TALS,,,,,16,16,

,,653,0,CO C 447TH,,W0,,,,,,,,
3,3,653,1,COMMANDER,O3,25A00,SC,K,32173100,BAH,TATC,1,1,YW
3,3,653,2,XO,O2,01A00,,K,32173100,BAH,TATC,1,1,
3,3,653,3,FIRST SGT,E8,31W5M,NC,I,32173100,BAH,TATC,1,1,
3,3,653,4,SR DS,E7,31W4X,NC,I,32173100,BAH,TATC,3,3,YD
3,3,653,5,OPNS SGT,E6,31R3O,NC,I,32173100,BAH,TATC,1,1,
3,3,653,6,DS,E6,31R3X,NC,I,32173100,BAH,TATC,7,7,YD
3,3,653,7,OPNS SGT,E5,31R2O,NC,I,32173100,BAH,TATC,1,1,

,,,,,,,TALS,,,,,15,15,

,,654,0,CO D 447TH,,W0,,,,,,,,
3,4,654,1,COMMANDER,O3,25A00,SC,K,32173100,BAH,TATC,1,1,YW
3,4,654,2,XO,O2,01A00,,K,32173100,BAH,TATC,1,1,
3,4,654,3,FIRST SGT,E8,31W5M,NC,I,32173100,BAH,TATC,1,1,
3,4,654,4,SR DS,E7,31W4X,NC,I,32173100,BAH,TATC,3,3,YD
3,4,654,6,DS,E6,31R3X,NC,I,32173100,BAH,TATC,4,4,YD
3,4,654,7,DS,E6,31F3X,NC,I,32173100,BAH,TATC,3,3,YD
3,4,654,8,OPNS SGT,E6,31R3O,NC,I,32173100,BAH,TATC,1,1,TL
3,4,654,9,OPNS SGT,E5,31F2O,NC,I,32173100,BAH,TATC,1,1,

,,,,,,,TALS,,,,,15,15,

,,655,0,CO E 447TH,,W0,,,,,,,,
3,6,655,1,COMMANDER,O3,25A00,SC,K,32173100,BAH,TATC,1,1,YW
3,6,655,2,XO,O2,01A00,,K,32173100,BAH,TATC,1,1,
3,6,655,3,FIRST SGT,E8,31W5M,NC,I,32173100,BAH,TATC,1,1,
3,6,655,4,SR DS,E7,31W4X,NC,I,32173100,BAH,TATC,3,3,YD
3,6,655,5,DS,E6,31F3X,NC,I,32173100,BAH,TATC,8,8,YD
3,6,655,6,OPNS SGT,E6,31F3O,NC,I,32173100,BAH,TATC,1,1,TL
3,6,655,7,OPNS SGT,E5,31F2O,NC,I,32173100,BAH,TATC,1,1,

,,,,,,,TALS,,,,,16,16,

,,660,0,551ST SIG BN,,W0,,,,,,,,
4,1,660,1,COMMANDER,O5,25A00,SC,K,32173100,A91,TFNC,1,1,36
4,1,660,2,XO,O4,25A00,SC,K,32173100,A91,TFNC,1,1,
4,1,660,3,OPNS OFF,O3,25A00,SC,K,32173100,A91,TFNC,1,0,
4,1,660,4,CSM,E9,00Z5O,NC,I,32173100,A91,TFNC,1,1,
4,1,660,5,OPNS SGT,E8,31W5O,NC,I,32173100,A91,TFNC,1,1,TL
4,1,660,6,INTEL SGT,E7,74B4O,NC,I,32173100,A91,TFNC,1,0,
4,1,660,7,OPNS SGT,E6,31U3O,NC,I,32173100,A91,TFNC,1,0,TL
4,1,660,8,SECY TYPING,5,318,GS,C,32173100,A91,TFNC,2,1,ZR
4,1,660,9,OPNS SGT,E6,31C3O,NC,I,32173100,UMD,TATC,1,1,

,,,,,,,660,TO,,,,10,6,

,,660A,0,S1,,W0,,,,,,,,
4,1,660A,1,PERS SGT,E7,75H4O,NC,I,32173100,A91,TFNC,1,1,ZR
4,1,660A,2,PERS ADMIN SGT,E6,75H3O,NC,I,32173100,A91,TFNC,1,1,ZR
4,1,660A,3,PERS ADMIN SGT,E5,75B2O,NC,I,32173100,A91,TFNC,1,1,ZR
4,1,660A,4,PARALEGAL SP,E4,27D1O,,I,32173100,A91,TFNC,1,1,ZR
4,1,660A,5,ADMIN SP,E4,71L1O,,I,32173100,A91,TFNC,1,1,ZR
4,1,660A,6,SECY (OA),5,318,GS,C,32173100,A91,TFNC,1,1,ZR
4,1,660A,7,MIL PERS CLERK,4,204,GS,C,32173100,A91,TFNC,2,1,ZR
4,1,660A,8,CLERK TYPIST,4,326,GS,C,32173100,A91,TFNC,1,1,ZR

,,,,,,,0A T,OTA,,,,9,8,

,,660B,0,S4,,W0,,,,,,,,
4,1,660B,1,SUPPLY SGT,E7,92Y4O,NC,I,32173100,A91,TFNC,1,1,ZR
4,1,660B,2,ASST SUP SGT,E5,92Y2O,NC,I,32173100,A91,TFNC,1,1,ZR
4,1,660B,3,SUPPLY SP,E4,92Y1O,,I,32173100,A91,TFNC,1,0,XG ZR
4,1,660B,3,A SUPPLY SP,E4,92Y1O,,I,32173100,NRB,TATC,1,1,ZR
4,1,660B,4,CHEM OP SP,E3,74D1O,,I,32173100,A91,TFNC,1,0,ZR
4,1,660B,5,SUPPLY SP,E3,92Y1O,,I,32173100,A91,TFNC,2,1,XG ZR

,,,,,,,0B T,OTA,,,,7,4,

,,660C,0,COMPANY A,,W0,,,,,,,,
4,1,660C,1,COMMANDER,O3,25A00,SC,K,32173100,A91,TFNC,1,0,YW
4,1,660C,1,A COMMANDER,O3,25A00,SC,K,32477200,UPZ,TADV,0,1,YW
4,1,660C,2,FIRST SGT,E8,31W5M,NC,I,32173100,A91,TFNC,1,1,
4,1,660C,3,OPNS SGT,E6,31F3O,NC,I,32173100,A91,TFNC,1,1,TL
4,1,660C,4,OPNS SGT,E5,31F2O,NC,I,32173100,A91,TFNC,1,1,TL

,,,,,,,0C T,OTA,,,,4,4,

,,660D,0,CO B 551ST,,W0,,,,,,,,
4,2,660D,1,COMMANDER,O3,25A00,SC,K,32173100,BAH,TATC,1,1,
4,2,660D,2,XO,O2,01A00,,K,32173100,BAH,TATC,1,1,
4,2,660D,3,1ST SGT,E8,31W5M,NC,I,32173100,A91,TATC,1,1,
4,2,660D,4,SR DS,E7,74B4X,NC,I,32173100,BAH,TATC,3,3,YD
4,2,660D,5,DS,E6,74B3X,NC,I,32173100,BAH,TATC,8,8,YD
4,2,660D,7,OPNS SGT,E6,74B3O,NC,I,32173100,BAH,TATC,1,1,TL
4,2,660D,8,OPNS SGT,E5,74B2O,NC,I,32173100,BAH,TATC,1,0,

,,,,,,,0D T,OTA,,,,16,15,

,,660E,0,COMPANY C,,W0,,,,,,,,
4,3,660E,2,COMMANDER,O3,25A00,SC,K,32173100,BAH,TATC,0,1,XG YW
4,3,660E,2,A COMMANDER,O3,25A00,SC,K,32173100,A91,TFNC,1,0,
4,3,660E,3,FIRST SGT,E8,31W5M,NC,I,32173100,BAH,TATC,1,1,
4,3,660E,4,OPNS SGT,E6,31F3O,NC,I,32173100,A91,TFNC,1,0,TL XG
4,3,660E,5,OPNS SGT,E6,31U3O,NC,I,32173100,BAH,TATC,1,1,
4,3,660E,7,ADMIN CLK,E4,71L1O,,I,32173100,BAH,TATC,1,1,ZR
4,3,660E,9,ADMIN CLK,E3,71L1O,,I,32173100,BAH,TFNC,1,0,ZR

,,,,,,,0E T,OTA,,,,6,4,

,,660F,0,CO D 551ST,,W0,,,,,,,,
4,4,660F,1,COMMANDER,O3,25A00,SC,K,32173100,UKC,TATC,1,1,YW
4,4,660F,2,XO,O2,01A00,,K,32173100,BAH,TATC,1,0,
4,4,660F,3,FIRST SGT,E8,31T5M,NC,I,32173100,UMC,TATC,1,1,
4,4,660F,4,SR DS,E7,31P4X,NC,I,32173100,BAH,TATC,3,3,YD
4,4,660F,5,OPNS SGT,E6,31P3O,NC,I,32173100,ADI,TATC,1,1,
4,4,660F,6,DS,E6,31P3X,NC,I,32173100,BAH,TATC,8,8,YD
4,4,660F,7,OPNS SGT,E5,31P2O,NC,I,32173100,ADI,TATC,1,1,

,,,,,,,0F T,OTA,,,,16,15,

,,660G,0,CO E 551ST,,W0,,,,,,,,
4,6,660G,1,COMMANDER,O3,25A00,SC,K,32173100,UKC,TATC,1,0,YW
4,6,660G,2,XO,O2,01A00,,K,32173100,BAH,TATC,1,0,
4,6,660G,3,FIRST SGT,E8,74Z5M,NC,I,32173100,BAH,TATC,1,1,
4,6,660G,4,SR DS,E7,74B4X,NC,I,32173100,BAH,TATC,3,2,YD
4,6,660G,4,A SR DS,E7,74C4X,NC,I,32173100,BAH,TATC,1,1,YD
4,6,660G,5,OPNS SGT,E6,74C3O,NC,I,32173100,BAH,TATC,1,1,
4,6,660G,6,DS,E6,74B3X,NC,I,32173100,BAH,TATC,4,4,YD
4,6,660G,7,OPNS SGT,E5,74C2O,NC,I,32173100,BAH,TATC,1,1,
4,6,660G,11,DS,E6,74C3X,NC,I,32173100,BAH,TATC,3,3,YD

,,,,,,,0G T,OTA,,,,16,13,


,,,,,,,TALS,,,,,84,69,


,,PARA,LN,POSITION OR DUTY TITLE,GR,POSCO,BR,ID,AMSCO,SWC,MDEP,REQ,AUTH,R1 R2 R3

,,850,0,STU CO USASSD MEADE,,W0,,,,,,,,
0,11,850,1,COMMANDER,O3,25A46,SC,K,32173100,BAH,TATC,1,1,XF YW
0,11,850,2,FIRST SGT,E8,25Z5M,NC,I,32173100,BAH,TATC,1,1,XF
0,11,850,3,OPNS SGT,E6,25M3O,NC,I,32173100,BAH,TATC,1,1,XF
0,11,850,4,SR DS,E7,25Z4X,NC,I,32173100,BAH,TATC,1,1,YD XF
0,11,850,5,SR DS,E7,46Q4X,NC,I,32173100,BAH,TATC,1,1,YD XF
0,11,850,6,DS,E6,25M3X,NC,I,32173100,BAH,TATC,1,1,YD XF
0,11,850,7,DS,E6,25R3X,NC,I,32173100,BAH,TATC,1,1,YD XF
0,11,850,8,DS,E6,25V3X,NC,I,32173100,BAH,TATC,1,1,YD XF
0,11,850,9,OPNS SGT,E5,46R2O,NC,I,32173100,BAH,TATC,1,1,XF 81
0,11,850,10,DS,E6,46R3X,NC,I,32173100,BAH,TATC,2,2,YD XF
0,11,850,11,PERS ADMIN SGT,E5,75B2O,NC,I,32173100,UAB,TATC,1,1,XF
0,11,850,12,SUPPLY SGT,E5,92Y2O,NC,I,32173100,MCZ,TATC,1,1,XF
0,11,850,13,LEGAL SP,E4,27D1O,,I,32173100,UAB,TATC,1,1,XF
0,11,850,14,PERS ADMIN SP,E4,75B1O,,I,32173100,UAB,TATC,1,1,XF
0,11,850,15,SUPPLY SP,E4,92Y1O,,I,32173100,BAH,TATC,1,1,XF

,,,,,,,APH 850  TOTAL,,,,16,16,,
